department_name,course_name,semester_year,term_name,course_code,student_id_count,high_school_gpa_mean
Astronomy,Introduction to Biology,2014,Fall,BIOL-6400,1,2.92
Personal Development,Introduction to Biology,2014,Fall,BIOL-6400,1,3.51
Archaeology,Introduction to Veterinary Anesthesiology,2016,Fall,BIOL-7200,1,3.19
Classics,Plant Science,2014,Fall,BIOL-8000,1,3.48
Communication,Core Concepts in Chemistry,2019,Fall,CHEM-0500,1,3.81
Design,Core Concepts in Chemistry,2017,Fall,CHEM-0500,1,3.56
Geography,Core Concepts in Chemistry,2016,Fall,CHEM-0500,2,3.465
Physics,Core Concepts in Chemistry,2019,Fall,CHEM-0500,1,3.16
Classics,The Philosophy of Tragedy,2015,Fall,CLAS-1500,21,3.191904762
Urban Studie,The Philosophy of Tragedy,2018,Fall,CLAS-1500,1,3.49
Psychology and Neuroscience,The Philosophy of Tragedy,2019,Fall,CLAS-1500,1,3.41
Astronomy,Crash Course in Design Thinking,2015,Fall,DESI-0200,1,3.25
Math,Crash Course in Design Thinking,2016,Fall,DESI-0200,1,3.56
Music and Performing Arts,Crash Course in Design Thinking,2019,Fall,DESI-0200,1,3.08
Health,Hacking Exercise For Health. The Surprising New Science of Fitness,2019,Fall,HEAL-1100,28,3.174285714
Chemistry,Hacking Exercise For Health. The Surprising New Science of Fitness,2016,Fall,HEAL-1100,1,3.2
Business,Positive Psychiatry and Mental Health,2015,Fall,HEAL-1800,1,2.99
Political Science,Positive Psychiatry and Mental Health,2018,Fall,HEAL-1800,1,2.85
History,Positive Psychiatry and Mental Health,2019,Fall,HEAL-1800,1,2.9
Computer Science,Positive Psychiatry and Mental Health,2015,Fall,HEAL-1800,1,2.48
Film,Positive Psychiatry and Mental Health,2018,Fall,HEAL-1800,1,2.92
Writing,Positive Psychiatry and Mental Health,2017,Fall,HEAL-1800,1,2.79
Astronomy,Vital Signs: Understanding What the Body Is Telling Us,2016,Fall,HEAL-2500,1,3.07
World Languages,Vital Signs: Understanding What the Body Is Telling Us,2017,Fall,HEAL-2500,1,3.48
Geography,Vital Signs: Understanding What the Body Is Telling Us,2018,Fall,HEAL-2500,1,2.98
Chemistry,Vital Signs: Understanding What the Body Is Telling Us,2017,Fall,HEAL-2500,1,3.39
Religion,France Since 1871,2016,Fall,HIST-3500,1,3.61
Chemistry,France Since 1871,2017,Fall,HIST-3500,1,2.53
Data Science,France Since 1871,2014,Fall,HIST-3500,1,3.83
Film,Historical Jesus,2016,Fall,HIST-3900,1,2.5
Aeronautics,Historical Jesus,2016,Fall,HIST-3900,1,3.41
Business,History of Iran to the Safavid Period,2015,Fall,HIST-4200,1,3.62
Sociology,History of Iran to the Safavid Period,2015,Fall,HIST-4200,1,2.87
Environment and Natural Resources,History of Iran to the Safavid Period,2014,Fall,HIST-4200,1,3.16
Political Science,The Americas: Identity Culture and Power,2016,Fall,HIST-7100,1,2.9
Geography,World Civilization to 1500,2015,Fall,HIST-10300,1,3.39
Film,World Civilization to 1500,2020,Fall,HIST-10300,2,2.895
Personal Development,World Civilization to 1500,2017,Fall,HIST-10300,1,3.87
Music and Performing Arts,World Civilization to 1500,2015,Fall,HIST-10300,1,2.72
Biology,World Civilization to 1500,2016,Fall,HIST-10300,1,3
Economics and Finance,World Civilization to 1500,2019,Fall,HIST-10300,1,2.9
Biology,World Civilization to 1500,2020,Fall,HIST-10300,1,3.23
Economics and Finance,The American Novel Since 1945,2015,Fall,LITE-6100,2,3.58
Aeronautics,The American Novel Since 1945,2014,Fall,LITE-6100,1,3.6
Economics and Finance,The American Novel Since 1945,2017,Fall,LITE-6100,2,2.93
Architecture,The American Novel Since 1945,2017,Fall,LITE-6100,1,2.5
Literature,The American Novel Since 1945,2018,Fall,LITE-6100,2,3.1
Personal Development,The American Novel Since 1945,2015,Fall,LITE-6100,1,3.27
Archaeology,The Western Canon: From Homer to Milton,2017,Fall,LITE-7200,2,3.555
Data Science,The Western Canon: From Homer to Milton,2017,Fall,LITE-7200,1,3.26
Art,Watership Down,2016,Fall,LITE-8100,1,3.57
Biology,Calculus One,2016,Fall,MATH-0900,1,2.89
Math,Calculus One,2019,Fall,MATH-0900,6,2.998333333
Geography,Calculus One,2020,Fall,MATH-0900,1,3.1
Astronomy,Calculus One,2014,Fall,MATH-0900,1,2.92
Religion,Calculus One,2019,Fall,MATH-0900,1,3.02
Sociology,Calculus One,2014,Fall,MATH-0900,1,3.58
Math,Mathematics in India,2018,Fall,MATH-4700,5,3.258
Math,Mathematics in India,2016,Fall,MATH-4700,6,3.26
Aeronautics,Mathematics in India,2015,Fall,MATH-4700,3,3.49
Music and Performing Arts,Mathematics in India,2015,Fall,MATH-4700,1,2.95
Biology,Mathematics in India,2015,Fall,MATH-4700,1,2.98
Media Studies,Mathematics in India,2017,Fall,MATH-4700,1,3.37
Computer Science,Mathematics in India,2014,Fall,MATH-4700,1,2.98
Math,Mathematics in India,2019,Fall,MATH-4700,1,2.96
Aeronautics,Trigonometry,2014,Fall,MATH-7700,2,3.085
Astronomy,Trigonometry,2014,Fall,MATH-7700,1,3.02
Music and Performing Arts,Trigonometry,2015,Fall,MATH-7700,2,2.85
Sociology,Trigonometry,2014,Fall,MATH-7700,1,3.58
Geography,Marianne Talbot Oxford,2018,Fall,PHIL-1700,1,3.37
Anthropology,Marianne Talbot Oxford,2018,Fall,PHIL-1700,2,3.41
Media Studies,Epistemology,2014,Fall,PHIL-3500,2,3.22
Chemistry,Epistemology,2017,Fall,PHIL-3500,2,3.29
Communication,Epistemology,2016,Fall,PHIL-3500,1,3.24
Geography,Epistemology,2015,Fall,PHIL-3500,2,3.455
Economics and Finance,Epistemology,2016,Fall,PHIL-3500,1,3.16
Geography,Epistemology,2017,Fall,PHIL-3500,1,3.88
Physics,Epistemology,2018,Fall,PHIL-3500,1,2.87
Philosophy,General Philosophy,2016,Fall,PHIL-4600,3,3.083333333
History,General Philosophy,2018,Fall,PHIL-4600,1,3.27
Aeronautics,Godel Escher Bach: A Mental Space Odyssey,2014,Fall,PHIL-4800,1,3.6
Psychology and Neuroscience,Godel Escher Bach: A Mental Space Odyssey,2018,Fall,PHIL-4800,1,2.64
Architecture,History of Ancient & Medieval Philosophy,2014,Fall,PHIL-6200,2,3.18
Religion,History of Ancient & Medieval Philosophy,2015,Fall,PHIL-6200,1,3.23
Personal Development,History of Ancient & Medieval Philosophy,2014,Fall,PHIL-6200,1,3.22
Computer Science,History of Ancient & Medieval Philosophy,2017,Fall,PHIL-6200,1,3.19
Music and Performing Arts,History of Ancient & Medieval Philosophy,2014,Fall,PHIL-6200,1,3.43
Philosophy,Introduction to Philosophy,2014,Fall,PHIL-7300,1,2.77
Writing,Introduction to Philosophy,2017,Fall,PHIL-7300,1,3.76
Psychology and Neuroscience,Introduction to Philosophy,2016,Fall,PHIL-7300,1,3.26
Media Studies,Life Meaning and Morality,2018,Fall,PHIL-10100,3,3.166666667
Urban Studie,Life Meaning and Morality,2018,Fall,PHIL-10100,1,3.71
Health,Life Meaning and Morality,2017,Fall,PHIL-10100,1,3.35
Archaeology,Life Meaning and Morality,2015,Fall,PHIL-10100,1,3.68
Media Studies,Philosophy of Heidegger,2015,Fall,PHIL-13400,3,3.396666667
World Languages,Philosophy of Heidegger,2015,Fall,PHIL-13400,1,3.3
Law,Philosophy of Heidegger,2016,Fall,PHIL-13400,1,3.43
Psychology and Neuroscience,Philosophy of Heidegger,2017,Fall,PHIL-13400,1,3.02
Design,Plato: Meno,2016,Fall,PHIL-15400,1,4.28
Biology,Plato: Meno,2018,Fall,PHIL-15400,1,2.91
Urban Studie,Plato: Meno,2014,Fall,PHIL-15400,2,3.235
Urban Studie,Plato: Meno,2018,Fall,PHIL-15400,1,3.06
Philosophy,Plato: Meno,2016,Fall,PHIL-15400,1,3.08
Philosophy,Austin,2015,Fall,PHIL-16000,3,2.993333333
Anthropology,Austin,2018,Fall,PHIL-16000,1,3.42
Computer Science,Austin,2014,Fall,PHIL-16000,1,3.62
Data Science,Political Philosophy: Rousseau,2014,Fall,PHIL-16200,1,2.62
Physics,Political Philosophy: Rousseau,2016,Fall,PHIL-16200,1,2.96
Biology,Political Philosophy: Rousseau,2017,Fall,PHIL-16200,1,2.76
Architecture,Political Philosophy: Rousseau,2014,Fall,PHIL-16200,2,3.205
Architecture,Political Philosophy: Rousseau,2015,Fall,PHIL-16200,1,3.33
Art,Political Philosophy: Rousseau,2018,Fall,PHIL-16200,1,3.04
Classics,Science vs. Religion,2014,Fall,PHIL-16900,1,3.34
Math,Science vs. Religion,2017,Fall,PHIL-16900,1,3.23
Physics,Science vs. Religion,2014,Fall,PHIL-16900,1,2.85
Art,Science vs. Religion,2019,Fall,PHIL-16900,1,3.03
Philosophy,Science vs. Religion,2019,Fall,PHIL-16900,3,2.993333333
Economics and Finance,Science vs. Religion,2014,Fall,PHIL-16900,1,4.07
Health,Science vs. Religion,2015,Fall,PHIL-16900,1,3.21
Anthropology,Walter Kaufmann Lectures on Nietzsche  Kierkegaard and Sartre,2017,Fall,PHIL-20900,1,2.88
Communication,Walter Kaufmann Lectures on Nietzsche  Kierkegaard and Sartre,2014,Fall,PHIL-20900,1,3.03
Religion,Walter Kaufmann Lectures on Nietzsche  Kierkegaard and Sartre,2016,Fall,PHIL-20900,1,3.32
Urban Studie,Walter Kaufmann Lectures on Nietzsche  Kierkegaard and Sartre,2014,Fall,PHIL-20900,1,3.17
Architecture,Why the World Does Not Exist,2017,Fall,PHIL-21100,2,3.22
Communication,Why the World Does Not Exist,2017,Fall,PHIL-21100,1,2.76
Philosophy,100 Years of Gravitational Waves,2019,Fall,PHYS-0100,2,3.63
Media Studies,100 Years of Gravitational Waves,2020,Fall,PHYS-0100,1,3.21
Physics,100 Years of Gravitational Waves,2017,Fall,PHYS-0100,5,3.04
History,100 Years of Gravitational Waves,2017,Fall,PHYS-0100,1,3.14
Anthropology,100 Years of Gravitational Waves,2015,Fall,PHYS-0100,1,2.5
Political Science,100 Years of Gravitational Waves,2016,Fall,PHYS-0100,1,3.4
Law,A Brief Guide to Everything,2014,Fall,PHYS-0200,1,3.86
Geography,A Brief Guide to Everything,2014,Fall,PHYS-0200,1,2.75
Archaeology,Endless Universe: Beyond the Big Bang,2020,Fall,PHYS-1600,1,3.19
World Languages,Endless Universe: Beyond the Big Bang,2019,Fall,PHYS-1600,1,3.24
Chemistry,Endless Universe: Beyond the Big Bang,2016,Fall,PHYS-1600,1,3.57
Political Science,Endless Universe: Beyond the Big Bang,2018,Fall,PHYS-1600,1,2.79
Aeronautics,Fundamentals of Physics II,2019,Fall,PHYS-2000,2,3.095
Personal Development,Fundamentals of Physics II,2018,Fall,PHYS-2000,1,2.93
Architecture,Fundamentals of Physics II,2018,Fall,PHYS-2000,1,2.63
Law,Fundamentals of Physics II,2016,Fall,PHYS-2000,1,3.06
Literature,Introduction to Cosmology and Particle Physics,2018,Fall,PHYS-2600,1,2.93
Health,Introduction to Cosmology and Particle Physics,2017,Fall,PHYS-2600,1,2.95
Chemistry,Introduction to Cosmology and Particle Physics,2015,Fall,PHYS-2600,1,3.54
Art,Introduction to Cosmology and Particle Physics,2016,Fall,PHYS-2600,1,2.92
Philosophy,Introduction to Cosmology and Particle Physics,2016,Fall,PHYS-2600,1,3.25
Media Studies,Republicanism,2018,Fall,POLI-2500,1,3.62
Geography,The Habitable Planet: A Systems Approach to Environmental Science,2014,Fall,POLI-3300,1,3.15
Literature,The Habitable Planet: A Systems Approach to Environmental Science,2016,Fall,POLI-3300,1,2.74
Political Science,The Habitable Planet: A Systems Approach to Environmental Science,2018,Fall,POLI-3300,2,3.135
Writing,The Habitable Planet: A Systems Approach to Environmental Science,2015,Fall,POLI-3300,1,3.08
Data Science,Psychology and Religion,2015,Fall,PSYC-6400,1,2.45
Philosophy,Psychology and Religion,2015,Fall,PSYC-6400,1,2.96
Philosophy,Psychology and Religion,2014,Fall,PSYC-6400,1,3.27
Biology,History of Islamic Society,2017,Fall,RELI-2300,1,3.14
Religion,History of Islamic Society,2017,Fall,RELI-2300,16,3.195625
Engineering,History of Islamic Society,2014,Fall,RELI-2300,1,4.37
Communication,History of Islamic Society,2015,Fall,RELI-2300,1,2.64
Urban Studie,History of Islamic Society,2018,Fall,RELI-2300,1,3.71
Geography,Jerusalem: The Holy City from Ancient Canaan t0 Modern Israel,2015,Fall,RELI-3000,1,3.22
Data Science,Jerusalem: The Holy City from Ancient Canaan t0 Modern Israel,2017,Fall,RELI-3000,2,3.195
Archaeology,Jerusalem: The Holy City from Ancient Canaan t0 Modern Israel,2014,Fall,RELI-3000,2,3.14
Personal Development,Jerusalem: The Holy City from Ancient Canaan t0 Modern Israel,2015,Fall,RELI-3000,2,2.945
Math,Introduction to Sociology,2015,Fall,SOCI-0600,1,3.26
World Languages,Icelandic Online,2015,Fall,WORL-2200,15,3.195333333
World Languages,Icelandic Online,2019,Fall,WORL-2200,7,3.145714286
Design,Icelandic Online,2016,Fall,WORL-2200,2,3.505
Biology,Icelandic Online,2014,Fall,WORL-2200,2,2.745
Computer Science,Icelandic Online,2017,Fall,WORL-2200,1,3.46
Aeronautics,Numbers and Radicals,2015,Fall,WORL-3000,1,2.69
Aeronautics,Numbers and Radicals,2017,Fall,WORL-3000,1,3.45
Design,Computer Language Engineering,2014,Fall,COMP-3700,1,3.12
Law,Computer Language Engineering,2016,Fall,COMP-3700,1,2.39
Sociology,Computer Language Engineering,2016,Fall,COMP-3700,1,3.67
Religion,Computer Language Engineering,2015,Fall,COMP-3700,2,3.07
Business,Computer Language Engineering,2019,Fall,COMP-3700,1,3.06
Business,Computer Language Engineering,2015,Fall,COMP-3700,1,3.3
Philosophy,Computer Language Engineering,2015,Fall,COMP-3700,2,2.945
Sociology,Computer Systems Security,2016,Fall,COMP-4200,2,3.21
Anthropology,Computer Systems Security,2016,Fall,COMP-4200,1,3.21
Health,Computer Systems Security,2014,Fall,COMP-4200,1,3.54
Computer Science,Computer Systems Security,2016,Fall,COMP-4200,2,3.055
History,Computer Systems Security,2019,Fall,COMP-4200,1,2.99
Archaeology,Introductory Computer Science Course (2016),2015,Fall,COMP-4600,1,3.38
Classics,Introductory Computer Science Course (2016),2017,Fall,COMP-4600,1,3.42
World Languages,Introductory Computer Science Course (2016),2017,Fall,COMP-4600,1,3.1
Design,Internet of Things: Communication Technologies,2016,Fall,COMP-8300,1,3.86
Music and Performing Arts,Internet of Things: Communication Technologies,2015,Fall,COMP-8300,1,3.44
Art,Internet of Things: Communication Technologies,2016,Fall,COMP-8300,1,3
Sociology,Introduction to AI Robotics,2014,Fall,COMP-8500,1,3.22
Urban Studie,Introduction to AI Robotics,2016,Fall,COMP-8500,1,3.33
Computer Science,Introduction to AI Robotics,2017,Fall,COMP-8500,3,3.24
Archaeology,Introduction to AI Robotics,2014,Fall,COMP-8500,1,2.94
Biology,Introduction to AI Robotics,2014,Fall,COMP-8500,1,3.52
Design,Introduction to AI Robotics,2017,Fall,COMP-8500,1,3.7
Music and Performing Arts,Introduction to AI Robotics,2014,Fall,COMP-8500,1,2.96
Music and Performing Arts,Introduction to AI Robotics,2017,Fall,COMP-8500,1,3.29
Archaeology,Introduction to Cybersecurity,2018,Fall,COMP-10300,1,3.23
Data Science,Introduction to Cybersecurity,2018,Fall,COMP-10300,1,3.43
Philosophy,Introduction to Cybersecurity,2015,Fall,COMP-10300,1,3.11
Business,Introduction to Cybersecurity,2019,Fall,COMP-10300,1,2.73
Media Studies,Introduction to Cybersecurity Tools & Cyber Attacks,2016,Fall,COMP-10500,1,2.6
Personal Development,Introduction to Cybersecurity Tools & Cyber Attacks,2015,Fall,COMP-10500,1,3.57
Architecture,Introduction to Cybersecurity Tools & Cyber Attacks,2017,Fall,COMP-10500,1,2.45
Design,Python Data Visualization,2019,Fall,COMP-15700,1,3.05
Writing,Python Data Visualization,2018,Fall,COMP-15700,1,3.59
Anthropology,Python Data Visualization,2020,Fall,COMP-15700,2,3.345
Chemistry,Using Python to Access Web Data,2016,Fall,COMP-17700,1,3.27
Environment and Natural Resources,Using Python to Access Web Data,2015,Fall,COMP-17700,1,2.72
Health,Reproducible Research,2017,Fall,DATA-3800,1,3.27
Economics and Finance,Reproducible Research,2014,Fall,DATA-3800,1,3.91
Design,Reproducible Research,2016,Fall,DATA-3800,1,3.05
Geography,Nanomanufacturing,2015,Fall,ENGI-6100,2,3.78
Psychology and Neuroscience,Nanomanufacturing,2014,Fall,ENGI-6100,1,3.23
Archaeology,Nanomanufacturing,2015,Fall,ENGI-6100,1,2.59
Computer Science,Climate Change: Law and Policy,2020,Fall,ENVI-0600,1,3.44
Physics,Environmental Law and Policy,2020,Fall,ENVI-1100,1,3.13
Archaeology,Environmental Law and Policy,2018,Fall,ENVI-1100,2,2.98
Sociology,Environmental Law and Policy,2015,Fall,ENVI-1100,1,3
Urban Studie,Environmental Politics and Law,2016,Fall,ENVI-1200,1,3.45
Law,Environmental Politics and Law,2019,Fall,ENVI-1200,1,2.93
Aeronautics,Environmental Politics and Law,2016,Fall,ENVI-1200,1,3.57
Urban Studie,Environmental Politics and Law,2019,Fall,ENVI-1200,2,3.375
Economics and Finance,Environmental Politics and Law,2016,Fall,ENVI-1200,1,2.6
Astronomy,Environmental Politics and Law,2017,Fall,ENVI-1200,1,3.35
Design,Discovering Science: Science Writing,2015,Fall,WRIT-1300,1,3.54
Psychology and Neuroscience,Discovering Science: Science Writing,2016,Fall,WRIT-1300,1,3.06
Law,Memoir and Personal Essay: Managing Your Relationship with the Reader,2016,Fall,WRIT-2200,1,3
Business,Memoir and Personal Essay: Managing Your Relationship with the Reader,2015,Fall,WRIT-2200,1,2.95
Physics,Memoir and Personal Essay: Managing Your Relationship with the Reader,2016,Fall,WRIT-2200,1,3.03
Film,Memoir and Personal Essay: Managing Your Relationship with the Reader,2018,Fall,WRIT-2200,2,3.01
Business,Theories of Law and Society,2017,Fall,LAW-2100,1,3.16
Communication,Video Game Law,2014,Fall,LAW-2200,1,2.84
Math,Video Game Law,2016,Fall,LAW-2200,1,2.73
Geography,Video Game Law,2016,Fall,LAW-2200,1,2.79
Personal Development,Video Game Law,2014,Fall,LAW-2200,1,3.76
Sociology,Building a Data Science Team,2016,Fall,BUSI-1000,1,3.13
Health,Building a Data Science Team,2015,Fall,BUSI-1000,1,3.55
Film,Building a Data Science Team,2016,Fall,BUSI-1000,1,3.16
Writing,Building a Data Science Team,2019,Fall,BUSI-1000,1,4.01
Personal Development,Building a Data Science Team,2019,Fall,BUSI-1000,1,3.68
Urban Studie,Corporate Finance for Healthcare Administrators,2016,Fall,BUSI-1900,2,2.825
Business,Corporate Finance for Healthcare Administrators,2020,Fall,BUSI-1900,1,3.62
Business,Corporate Finance for Healthcare Administrators,2015,Fall,BUSI-1900,5,3.334
Film,Corporate Finance for Healthcare Administrators,2017,Fall,BUSI-1900,2,3.175
Health,Corporate Finance for Healthcare Administrators,2015,Fall,BUSI-1900,1,3.59
Business,Design Thinking for the Greater Good: Innovation in the Social Sector,2018,Fall,BUSI-2500,6,3.175
Business,Design Thinking for the Greater Good: Innovation in the Social Sector,2014,Fall,BUSI-2500,5,3.216
Political Science,Design Thinking for the Greater Good: Innovation in the Social Sector,2015,Fall,BUSI-2500,1,3.2
Archaeology,Design Thinking for the Greater Good: Innovation in the Social Sector,2018,Fall,BUSI-2500,1,3.08
Business,Essentials of Advertising and Marketing,2016,Fall,BUSI-3400,4,3.065
Psychology and Neuroscience,Essentials of Advertising and Marketing,2017,Fall,BUSI-3400,2,3.395
Urban Studie,Essentials of Advertising and Marketing,2015,Fall,BUSI-3400,2,3.11
Aeronautics,Essentials of Advertising and Marketing,2014,Fall,BUSI-3400,3,3.313333333
Aeronautics,Essentials of Advertising and Marketing,2016,Fall,BUSI-3400,1,3.57
Business,Essentials of Advertising and Marketing,2014,Fall,BUSI-3400,5,3.334
Urban Studie,Essentials of Advertising and Marketing,2017,Fall,BUSI-3400,1,3.05
Data Science,Essentials of Advertising and Marketing,2017,Fall,BUSI-3400,1,3.75
Archaeology,Essentials of Advertising and Marketing,2017,Fall,BUSI-3400,1,3.71
Anthropology,Essentials of Advertising and Marketing,2016,Fall,BUSI-3400,1,3.22
Economics and Finance,Introduction to Negotiation: A Strategic Playbook for Becoming a Principled and Persuasive Negotiator,2015,Fall,BUSI-7500,1,2.83
Communication,Introduction to Negotiation: A Strategic Playbook for Becoming a Principled and Persuasive Negotiator,2017,Fall,BUSI-7500,1,3.47
Architecture,Project Management: The Basics for Success,2016,Fall,BUSI-9200,1,3.05
Urban Studie,Project Management: The Basics for Success,2015,Fall,BUSI-9200,1,2.68
Literature,The Fundamentals of Revenue Management: The Cornerstone of Revenue Strategy,2014,Fall,BUSI-10200,1,3
Philosophy,The Fundamentals of Revenue Management: The Cornerstone of Revenue Strategy,2014,Fall,BUSI-10200,1,3.76
Law,The Fundamentals of Revenue Management: The Cornerstone of Revenue Strategy,2014,Fall,BUSI-10200,2,3.645
